timestamp,chassis.power_fb.power @ 0x2001C568,chassis.motor_3508[0].fb_current @ 0x2001C1F0,chassis.motor_3508[0].fb_speed @ 0x2001C1E8,chassis.motor_3508[0].give_current @ 0x2001C21C,chassis.power_prediction.model_power[0] @ 0x2001C5B4
0.872369,0.279658,0.040283,0.000000,0.000000,0.000000
0.878046,0.279658,0.031738,0.000000,0.000000,0.000000
0.881419,0.279658,-0.034180,0.000000,0.000000,0.000000
0.886902,0.279658,-0.107422,0.000000,0.000000,0.000000
0.890145,0.279658,-0.107422,0.000000,0.000000,0.000000
0.894032,0.279658,0.040283,0.000000,0.000000,0.000000
0.897430,0.279658,0.031738,0.000000,0.000000,0.000000
0.905457,0.279658,-0.041504,0.000000,0.000000,0.000000
0.911796,0.279658,0.113525,0.000000,0.000000,0.000000
0.915497,0.279658,-0.034180,0.000000,0.000000,0.000000
0.919126,0.279658,0.040283,0.000000,0.000000,0.000000
0.924984,0.427132,-0.026855,0.000000,0.000000,0.000000
0.930255,0.427132,0.031738,0.000000,0.000000,0.000000
0.933486,0.642226,0.040283,0.000000,0.000000,0.000000
0.943251,0.471623,0.040283,0.000000,0.000000,0.000000
0.949454,0.887548,0.113525,0.000000,0.000000,0.000000
0.953287,0.695727,0.031738,0.000000,0.000000,0.000000
0.957037,0.656832,-0.026855,0.000000,0.000000,0.000000
0.961131,0.657247,-0.107422,0.000000,0.000000,0.000000
0.964694,0.502557,0.040283,0.000000,0.000000,0.000000
0.969015,0.693620,-0.041504,0.000000,0.000000,0.000000
0.983121,0.507029,-0.041504,0.000000,0.000000,0.000000
0.990696,0.471317,0.031738,0.000000,0.000000,0.000000
0.996178,0.686620,0.040283,0.000000,0.000000,0.000000
1.001182,0.686620,-0.026855,0.000000,0.000000,0.000000
1.005905,0.686620,-0.034180,0.000000,0.000000,0.000000
1.009196,0.686620,0.040283,0.000000,0.000000,0.000000
1.014134,0.686620,0.040283,0.000000,0.000000,0.000000
1.019550,0.686620,0.040283,0.000000,0.000000,0.000000
1.032929,0.465417,-0.034180,0.000000,0.000000,0.000000
1.040775,0.649580,-0.026855,0.000000,0.000000,0.000000
1.044043,0.428288,-0.041504,0.000000,0.000000,0.000000
1.048702,0.428288,-0.034180,0.000000,0.000000,0.000000
1.052927,0.456538,0.040283,0.000000,0.000000,0.000000
1.056083,0.462188,0.047607,0.000000,0.000000,0.000000
1.059961,0.694384,0.040283,0.000000,0.000000,0.000000
1.068355,0.480281,0.106201,0.000000,0.000000,0.000000
1.075837,0.686034,-0.034180,0.000000,0.000000,0.000000
1.079059,0.511864,-0.034180,0.000000,0.000000,0.000000
1.084034,0.694626,-0.026855,0.000000,0.000000,0.000000
1.094869,0.479933,0.031738,0.000000,0.000000,0.000000
1.098259,0.501139,-0.041504,0.000000,0.000000,0.000000
1.103444,0.502508,-0.034180,0.000000,0.000000,0.000000
1.113378,0.471615,-0.034180,0.000000,0.000000,0.000000
1.118394,0.509931,0.040283,0.000000,0.000000,0.000000
